VIN,Model,Report Date,Incident Date,Location,NHTSA Complaint,Details
5YJSA1E28FF****,2015 MODEL S,17-Jun-16,10-Jun-16,"SAN JOSE, CA",10874744,"UNINTENDED, UNCOMMANDED ACCELERATION. CAR RAPIDLY ACCELERATED TO MAXIMUM THROTTLE DURING PARKING MANEUVER IN A PARKING STRUCTURE. I WAS TRAVELLING AT 3MPH. CAR ACCELERATED, HIT ANOTHER VEHICLE AND A WALL. TESLA CLAIMS VEHICLE LOGS SHOW THROTTLE WAS COMMANDED TO 98%. AT NO TIME DID I HAVE ANYTHING BUT A LIGHT TOUCH ON THE THROTTLE."
5YJSA1E23FF****,2015 MODEL S,11-May-16,11-May-16,"DENHAM SPRINGS, LA",10864353,"WHILE DRIVING SLOWLY ~5MPH IN A WAL MART PARKING LOT, MY WIFE WENT TO PULL INTO A PARKING SPOT, SHE TOOK HER FOOT OFF THE ACCELERATOR PEDAL AND THE CAR ACCELERATED ""FULLY"" ALMOST HITTING THE CAR IN FRONT. MY WIFE HAD TO SLAM ON THE BRAKES TO PREVENT AN ACCIDENT."
5YJSA1H2XFF****,2015 MODEL S,29-Apr-16,28-Apr-16,"NEW CITY, NY",10862194,"THE CAR WAS BEING SLOWLY PULLED INTO A PARKING SPACE AT A BANK WHEN IT EXPECTANTLY ACCELERATED. IT JUMPED A CURB, PASSED THOUGH SHRUBS, CLIPPED A TREE, AND WAS ABLE TO BE STEERED AWAY FROM A LIGHT POLE. IT CAME TO REST HALF INTO THE ROAD. THERE WERE SKID MARKS FROM THE ATTEMPTED BRAKING THAT WERE PHOTOGRAPHED. NONE THE SAFETY FEATURES INCLUDING PROXIMITY WARNING, AND COLLISION AVOIDANCE OR AIR BAGS ACTIVATED."
5YJSA1H26FFP****,2015 MODEL S,21-Jun-16,4-Apr-16,"WEST CHICAGO, IL",10875699,"ELECTRONIC PARKING, WHILE PARKING THE AUTOMOBILE IN THE GARAGE I PRESSED THE PARKING OPTION. THE AUTOMOBILE SURGED, RAMMED THE GARAGE, BACKED UP AND RAMMED THE GARAGE AGAIN AND CAREENED BACKWARDS INTO THE STREET."
5YJSA1S28FF****,2015 MODEL S,15-Dec-15,25-Nov-15,"COPPELL, TX",10810457,"ON THE AFTERNOON OF NOVEMBER 25, 2015, I WAS DRIVING INTO A STRIP MALL PARKING LOT. I WAS GOING TO PULL INTO ONE OF THOSE SPACES WHERE YOU CAN PARK PERPENDICULAR TO A SIDEWALK CURB AND THE SIDEWALK LEADS UP TO THE STORE FRONTS.
 
 WHEN APPROACHING THE PARKING SPACE, THE CAR WAS ALREADY IN REGENERATIVE BRAKING MODE, AND ACCORDING TO TESLAS LOGS, THE CAR SLOWED DOWN TO 3.5 MPH. SINCE THE CAR HAD ENOUGH MOMENTUM TO ROLL INTO THE SPACE ON ITS OWN, MY FOOT WAS NOT ON THE ACCELERATOR OR THE BRAKE PEDAL. MY FOOT WAS UP RESTING ON ITS HEEL, READY TO TAP THE BRAKE WHEN IT GOT CLOSE ENOUGH TO THE CURB.
 
 WHILE THE CAR WAS COASTING INTO THE SPACE THE MOTOR WAS VERY QUIET. ALL OF A SUDDEN, I HEARD A WHIRRING SOUND FROM THE MOTOR. I DONT KNOW HOW BETTER TO DESCRIBE IT, THAN TO SAY IT WAS ALMOST LIKE THE MOTOR WENT FROM A STATE OF SLUMBER TO A FULL STATE OF AWARENESS.
 
 I BELIEVE THE MOTOR WAS WHIRRING LOUDLY FOR ABOUT A SECOND BEFORE THE CAR TOOK OFF AT SUCH A FAST PACE AND WOUND UP HITTING A BRICK WALL. IT HAPPENED SO QUICKLY, I DIDNT HAVE ANY TIME TO REACT. AFTER THE IMPACT, I DIDNT EVEN KNOW THE AIRBAGS DEPLOYED UNTIL I OPENED MY EYES AND SAW THE DEFLATED AIRBAGS IN THE CAR. IT LOOKED LIKE THE CAR JUMPED THE CURB, HIT THE BRICK WALL, BOUNCED BACKWARDS FROM THE IMPACT AND LANDED BACK INTO THE PARKING SPACE. 
 
 ACCORDING TO TESLAS LOGS, THE DATA READS THAT THE PEDAL WAS DEPRESSED DOWN TO 97% AND THE CAUSE OF THE ACCIDENT WAS DUE TO DRIVER ERROR. I STAND FIRMLY BY MY STATEMENT THAT MY FOOT WAS NOT ON EITHER THE ACCELERATOR OR THE BRAKE PEDAL WHEN THE CAR ACCELERATED. DATA MAY SHOW THERE WAS PEDAL DEPRESSION BUT I DID NOT DO THE DEPRESSING. THIS WAS DUE TO UNINTENDED ACCELERATION BY THE CAR"
5YJSA1S24FF****,2015 MODEL S,17-Sep-15,16-Sep-15,"LAKE FOREST, IL",10764853,"CAR WAS PARKED IN THE PARKING LOT . WHILE BACKING THE CAR, IT SPIN FAST OUT OF CONTROL EVEN THOUGH BACKING WAS STARTED AT A VERY SLOW SPEED . CAR STOPPED AFTER HITTING FOUR VEHICLES DIRECTLY, AND ONE OF THE VEHICLE HIT OTHER TWO VEHICLES. MAJOR DAMAGE ON THE TESLA CAR IS ON DRIVER SIDE AT BACK, WHERE IT HIT OTHER CARS. IT SPIN ALMOST 180 DEGREES FACING IN THE OPPOSITE DIRECTION. IT HIT THE CARS ON BOTH SIDE OF THE PARKING LOT LANE .IT ALL HAPPENED IN 2 TO 3 SECONDS.
 
 I WONDER, IF THERE IS AUTOMATIC CONTROL IN THE CAR SO THAT IT DOES NOT GO FAST WHILE REVERSING , AS ACCELERATOR SEEMS TO BE VERY SENSITIVE, OR DOES IT GET STUCK? FLOOR MATS IN THE CAR WERE ORIGINAL AND CAME WITH THE CAR."
5YJSA1S11EE****,2014 MODEL S,8-Mar-19,2-Mar-19,"SAN DIEGO, CA",11185150,"IT'S ABOUT 8:18 ON SATURDAY, MARCH 2ND, DRIZZLE. I WAS DRIVING FROM FREEWAY 56 WEST TO SOUTH HIGHWAY 5. AFTER MERGE TO 5 FREEWAY, I FELT THE TIRES SLIP, THEN THE CAR SUDDENLY UNINTENDED ACCELERATED AND STEERING WHEEL FAILED, CAR WHIRLED AT HIGH SPEED BUMP INTO THE LEFT SIDE OF FREEWAY GUARD WALL, CONTINUED TO BE ACCELERATED SPIN CROSSED FOUR LANES HIT ON TO THE RIGHT GUARD WALL, SPIN ANOTHER HALF CIRCLE THEN STOP ON EMERGENCY LANE. LUCKILY, NO OTHER CAR WAS INVOLVED, I WAS NOT HURT AT ALL, EXCEPT THAT THE CAR COULD NOT DRIVE. BY THAT TIME THE CAR SHOW ?STABILITY CONTROL DISABLED? SEE PICTURE. SITTING IN MY CAR AND CALLING TESLA REPORT ABOUT THE ACCIDENT. THEY TOLD ME THE REASON WAS THE WEATHER. ABOUT TEN MINUTES LATER, THE POLICE CAME AND LOOKED AT THE SCENE OF THE ACCIDENT. AS NO OTHER CAR WAS INVOLVED, NO ONE WAS INJURED, NO PUBLIC EQUIPMENT WAS DAMAGED, THE POLICE DID NOT ISSUE TICKETS AND REPORTS."
N/A,2014 MODEL S,9-Oct-18,7-Oct-18,"KIRKLAND, WA",11139174,"TL* THE CONTACT WAS LOANED A 2014 TESLA MODEL S. WHILE ATTEMPTING TO PARK THE VEHICLE IN THE DRIVEWAY, IT SPONTANEOUSLY ACCELERATED AND CRASHED INTO ANOTHER VEHICLE PARKED IN THE DRIVEWAY. THE AIR BAGS DEPLOYED. THERE WERE NO INJURIES. AFTER APPROXIMATELY ONE HOUR, THE VEHICLE DOORS AUTOMATICALLY LOCKED AND COULD NOT BE UNLOCKED WITH THE KEY FOB. A POLICE REPORT WAS NOT FILED. THE VEHICLE WAS NOT TAKEN TO THE DEALER FOR DIAGNOSTIC TESTING. THE MANUFACTURER WAS NOT NOTIFIED OF THE FAILURE. THE FAILURE MILEAGE AND VIN WERE UNKNOWN. *DT"
5YJSA1S18EF****,2014 MODEL S,1-May-17,14-Feb-17,"WEST PALM BEACH, FL",10982961,I WAS PARKING MY CAR I HEARD AND FELT THE CAR BEGIN TO ACCELERATE. I PUT THE CAR IN PARK AND STEP FIRMLY ON THE BRAKE PEDDLE.THEN OF IT OWN VOLITION IT MOUNTED THE ADJOINING EMBANKMENT AND COLLIDED WITH THE TREE. THIS CAUSED EXTENSIVE FRONT END DAMAGE.
5YJSA1H11EF****,2014 MODEL S,8-Mar-16,2-Mar-16,"SILVERADO, CA",10845619,"I WAS STOPPED AT A RED LIGHT AT AN INTERSECTION THE EVENING OF MARCH 2, 2016, WITHOUT ANY NOTICE, THE CAR ABRUPTLY ACCELERATED AND HIT THE CAR IN FRONT OF ME. MY FOOT WAS ONLY ON THE BRAKE, SO THERE WAS NO REASON FOR THE CAR TO MOVE FORWARD, THERE WAS DAMAGE TO MY CAR, THE CAR IN FRONT OF ME AND A THIRD CAR. 
 
 I EXPERIENCE THIS ACCELERATION PROBLEM OCCURRED WITH THIS CAR BEFORE, BUT NO HAZARDOUS EVENT OCCURRED. IS THERE A PROBLEM WITH THE COMPUTER OVERRIDING THE CONTROL OF THIS CAR?"
5YJSA3H12EF****,2014 MODEL S,15-Feb-16,14-Sep-15,"SEATTLE, WA",10836289,"DRIVER PURCHASED A 2014 TESLA MODEL S CAR IN JUNE 2015 FROM THE HANGZHOU CHINA DEALERSHIP. THIS CAR WAS DRIVEN MODERATELY IN THE FOLLOWING MONTHS. IN SEPTEMBER 14, 2015, THE CAR WAS BEING DRIVEN WITHIN A SMALL, ENCLOSED HOUSING COMPOUND. THE CAR WAS GOING VERY SLOW AS THE DRIVER WAS TURNING TO EXIT THE COMPOUND THROUGH A GATED ENTRANCE. THE CAR SUDDENLY ACCELERATED WITHOUT THE DRIVERS ASSISTANCE AND DROVE THROUGH THE TRAFFIC GATE BEFORE THE DRIVER WAS ABLE TO QUICKLY BREAK AND BRING THE CAR TO A STOP. 
 
 ELECTRONIC RECORDS ACCESSED ON SEPTEMBER 15, 2015 REVEALED THE FOLLOWING INFORMATION: THE CAR WAS ORIGINALLY BEING DRIVEN AT 4.7 KM/HR WITH THE ACCELERATION PEDAL DEPRESSED AT 2.8%. WITHIN ONE SECOND, THE ACCELERATION PEDAL WENT FROM BEING DEPRESSED 2.8% TO 84.8% AND THE CAR INCREASED TO 10.75 KM/HR. DURING THE FOLLOWING SECOND, THE CARS RECORDS SHOW THE ACCELERATION PEDAL TO CONTINUE TO BE COMPRESSED AT 84% WITH THE SPEED INCREASING TO 18.35 KM/HR, BUT WITH THE BREAK PEDAL ALSO BEING SIMULTANEOUSLY COMPRESSED. IN THE SUBSEQUENT SECOND, THE ANTI-LOCK BRAKES INITIATED, AND THE CAR WAS BROUGHT TO A STOP A SECOND LATER. 
 
 WE REJECT THE DEALERSHIPS DECISION THAT THIS WAS DRIVERS ERROR. IN SUCH A NARROW ENVIRONMENT AS THE HOUSING COMPOUND, AND DURING A SLOW AND CONTROLLED TURN, THERE THE DRIVER HAD NO REASON TO PUT SIGNIFICANT PRESSURE ON THE ACCELERATION PEDAL AS THE RECORDS SHOW  WHETHER INTENTIONAL OR UNINTENTIONAL. WE ALSO FEEL THAT IT WOULD HAVE BEEN DIFFICULT FOR THE DRIVER TO PUSH BOTH THE ACCELERATOR AND BREAK PEDAL TO SUCH A DEGREE SIMULTANEOUSLY. THEREFORE, WE BELIEVE THAT THE CAR EXPERIENCED AN UNINTENDED ACCELERATION, WHICH WAS NOT OF THE DRIVERS CAUSING. 
 
 THERE HAVE BEEN MANY SIMILAR REPORTS OF TESLA MODEL S UNINTENDED ACCELERATION CRASHES IN CHINA. WE FEEL THAT THIS IS A SERIOUS SAFETY HAZARD WHICH NEEDS TO BE FURTHER INVESTIGATED."
5YJSA1H1XEF****,2014 MODEL S,8-Jun-15,22-May-15,"GAINESVILLE, FL",10723925,SEEING THE VEHICLES A CONSIDERABLE DISTANCE AHEAD OF ME STOPPED FOR A TRAFFIC LIGHT I TOOK MY FOOT OFF THE ACCELERATOR AND ALLOWED THE REGENERATIVE BRAKES TO SLOW MY TESLA DOWN. WHEN I PUT MY FOOT ON THE BRAKES TO STOP THE CAR IT ACCELERATED VERY FAST AND I HIT THE PICKUP TRUCK IN FRONT OF ME WHICH HIT THE CAR IN FRONT OF IT. THE AIRBAGS FAILED TO INFLATE. ALTHOUGH THERE WERE NO INJURIES THE PICKUP DRIVER IS SUING GEICO FOR NECK INJURY. THIS WAS A VERY FRIGHTENING SITUATION. MY CAR SUSTAINED SEVERE DAMAGE AND HAD TO BE TOWED TO REPAIR. IT WILL TAKE AT LEAST 30 DAYS TO REPAIR. THE PICKUP ALSO SUSTAINED CONSIDERABLE DAMAGE. THE CAR IT HIT HAD VERY LITTLE DAMAGE.
5YJSA1H13EF****,2014 MODEL S,29-Sep-14,19-Jul-14,"BAKERSFIELD, CA",10639935,"I PULLED SLOWLY IN TO A PARKING SPOT & MY CAR WAS AT A STOP POSITION JUST READY TO PUSH PARK BUTTON. WITHIN A SPLIT OF A SECOND, MY CAR (TESLA) JUMPED THE CURB AND TRAVELED 5' OF SIDEWALK BREAKING A GLASS WALL & TRAVELING THROUGH A RESTAURANT BREAKING TABLES & CHAIRS WITHIN COUPLE OF SECONDS W/O ME ACCELERATING THE PEDAL. BRAKE PEDAL WAS APPLIED BY ME HALF WAY THROUGH THE RESTAURANT BEFORE THE CAR STOPPED. NO SERIOUS INJURIES TO ANYONE. TESLA WAS NOTIFIED & THIS IS THE LOG FILE DATA WORD BY WORD FROM THEM. ?AT THE TIME OF THE INCIDENT THAT RESULTED IN DAMAGE TO YOUR VEHICLE, YOU INCREASED THE ACCELERATOR PEDAL POSITION FROM 1% TO 50% IN LESS THAN ONE SECOND WITHOUT DEPRESSING THE BRAKE PEDAL. ONE SECOND LATER, YOU INCREASED THE ACCELERATOR PEDAL TO 100% WITHOUT DEPRESSING THE BRAKE PEDAL. ONE SECOND LATER, YOU CONTINUED DEPRESSING THE ACCELERATOR PEDAL AT 100% WITHOUT DEPRESSING THE PEDAL; HOWEVER, THE VEHICLE'S TRACTION CONTROL ENGAGED & THEREFORE LIMITED THE VEHICLE'S TORQUE DESPITE THE FACT YOU WERE DEPRESSING THE ACCELERATOR PEDAL AT 100% UNTIL YOU DEPRESSED THE BRAKE PEDAL IN THE FOLLOWING SECOND.? INSUFFICIENT INFORMATION PROVIDED BY TESLA. HOW MUCH WAS THE ACCELERATOR PEDAL DEPRESSED? SPEED OF THE CAR? DISTANCE TRAVEL? HOW DOES THIS PROVE THAT THIS IS NOT SUDDEN ACCELERATION? THE LOG DOES PROVE THAT I WAS AT A STOP. MY CAR WILL BE TOTALED BUT IS STILL SITTING AT STORAGE WITH INSURANCE COMPANY FOR A SHORT PERIOD OF TIME. MANY ACCIDENTS WITH TESLA HAS OCCURRED, EVEN JUST LIKE MINE IN TO A RESTAURANT( HTTP://INSIDEEVS.COM/TESLA-MODEL-S-CRASHES-THROUGH-RESTAURANT-DRIVER-BLAMES-IT-ON-UNINTENDED-ACCELERATION/) (HTTP://WWW.MOTORAUTHORITY.COM/NEWS/1087171_TESLA-MODEL-S-UNINTENDED-ACCELERATION-COMPLAINT-FILED-WITH-NHTSA.) THEY CAN'T ALL BE DRIVERS FAULT. NHTSA NEEDS TO INVESTIGATE THE BOX IN THE CAR BEFORE FATAL INJURIES OCCUR. PUBLIC SAFETY SHOULD BE THE PRIORITY. *TR"
5YJSA1DP6DF****,2013 MODEL S RWD P85,15-Feb-19,28-Jan-19,"CASTLE ROCK, CO",11180431,"IT WAS A 2HR45MIN DRIVE INTO WORK ON AN ICY BLIZZARDY MORNING, DRIVING MY 2013 MODEL S RWD P85 WITH 90,000MI. HAVE OWNED THIS CAR FOR 4 YRS. MADE IT TO WORK SAFELY AND THE LAST 6 FEET IN THE PARKING GARAGE, GOING ABOUT 3 MPH PULLING AT A RIGHT ANGLE INTO A PARKING STALL. HAD BRAKE PEDAL DEPRESSED, SHIFTED MY FOOT TO TAP ON THE ACCELERATOR TO INCH FORWARD AND NEXT THING YOU KNOW, CAR IS ACCELERATING FULL THROTTLE INTO A CEMENT WALL. CRASHED HEAD ON AND AIRBAG DIDN'T EVEN DEPLOY. SAT FOR A MOMENT TO CATCH MY BREATH AND TRY TO PROCESS WHAT HAPPENED. SENT ""BUG REPORT"" ON TO TESLA CENTRAL FROM THE CAR. THE DASHBOARD HAD PRND LIT UP IN RED AND THE VEHICLE WOULD NOT GO INTO DRIVE OR REVERSE. ACCELERATOR PEDAL WAS COMPLETELY LIMP. ZERO RESISTANCE. THANKFULLY, NO OTHER CAR WAS AROUND ME. CALLED TESLA SERVICE AND THEY TOLD US TO REBOOT THE CAR. WE DID, BUT ACCELERATOR PEDAL REMAINED COMPLETELY UNRESPONSIVE. HAD TO PUSH OUT OF THE 5 STORY GARAGE AND TOW IT TO AN AUTOBODY SHOP. FILED POLICE REPORT. REPORTED TO LOCAL TESLA SERVICE CENTER IMMEDIATELY. A FEW DAYS LATER, WE HEARD BACK FROM THE TESLA REP THAT SAID THAT REPORT SHOWED NO MALFUNCTION. ACCORDING TO TESLA ACCELERATOR WENT FROM 0% TO 88% SUDDENLY, IMPLYING ""DRIVER ERROR."" YET THEY ALSO SAID THE BRAKE WAS TAPPED AND THEN RELEASED PRIOR TO IMPACT. THIS DOES NOT JIVE, WHY WE A PERSON ACCELERATE, TAP THE BRAKE THEN RELEASE? SKID MARKS FROM REAR TIRES LEFT ON GARAGE FLOOR. TESLA WON'T RELEASE DATA. WE DO NOT WANT TO ACCEPT THIS REPORT AND THIS IS NOT WHAT HAPPENED DURING THE CRASH. TODAY THE AUTO BODY SHOP INFORMED US THAT THEY WERE CURIOUS WHY THE CAR IS NOT DRIVEABLE. AFTER BEING RESET, THEY DISCOVERED THE ACCELERATOR PEDAL IS BROKEN. EXPERIENCE DURING THE CRASH, COMBINED WITH VERY UNUSUAL CAR BEHAVIOR, AND A BROKEN ACCELERATOR REFUTE TESLA'S CLAIM OF OPERATOR ERROR."
5YJSA1CP2DF****,2013 MODEL S P85+,6-Mar-17,4-Mar-17,"SAN JOSE, CA",10958834,"THE DRIVER OF OUR CAR WAS PARKING OUR TESLA MODEL S P85+ AND SLOWLY MOVING INTO THE PARKING SPOT NEARING THE FINAL DISTANCE IN TO THE SPOT, WHEN THE CAR SUDDENLY LURCHED FORWARD, HITTING AND KNOCKING DOWN A LIGHT POLE. THE DRIVER DID NOT CAUSE THIS ACCELERATION TO OCCUR AND WAS QUITE SURPRISED TO HAVE THIS HAPPEN. 
 
 THERE WERE NO INJURIES INVOLVED IN THE INCIDENT, BUT A LIGHT POLE LOCATED 1.5 FEET WAY FROM END OF THE PARKING SPOT WAS KNOCKED DOWN AND WE HAVE MINIMAL DAMAGE TO THE FRONT OF THE VEHICLE."
N/A,2013 MODEL S 60,24-Aug-15,16-Jul-15,"THOUSAND OAKS, CA",10758893,"ON JULY 16, 2015 WHILE DRIVING MY 2013 MODEL S 60, I MADE A RIGHT HAND TURN INTO A PARKING SPACE IN SIMI VALLEY, CALIFORNIA. AS I PULLED INTO THE SPACE, I TOOK MY FOOT OFF OF THE ACCELERATOR AND APPLIED THE BREAKS. INSTEAD OF STOPPING, THE CAR LURCHED FORWARD OVER A CURB AND A BERM, STOPPING WHEN IT HIT A FIRE HYDRANT, PROPELLING IT OFF OF ITS BOLTS, GENERATING A HUGE GEYSER OF WATER. 
 
 BECAUSE OF THE TREMENDOUS AMOUNT OF WATER GUSHING OVER MY CAR, I HAD NO VISIBILITY AND ELECTED TO STAY IN THE CAR WHILE ATTEMPTING TO DIAL 911. MOMENTS LATER, A MAN WHO HAD BEEN SITTING IN THE CAR NEXT TO THE SPACE WHERE I WAS ATTEMPTING TO PARK, OPENED THE BACK DOOR TO ASK ABOUT MY CONDITION. I THEN EXITED THE CAR. 
 
 I WAS NOT INJURED AND THANK GOODNESS THE CAR HAD NOT HIT ANOTHER PERSON OR ANOTHER CAR. IT TOOK A TOW TRUCK ABOUT 15 MINUTES TO ARRIVE AT THE SCENE. ALL THE WHILE THE TORRENTIAL WATER SURGED AROUND, UNDER AND OVER MY CAR AND NOW FLOODED THE INTERIOR. ACCORDING TO TESLA, EITHER THE CAR SHORTED-OUT CAUSING ALL OF THE WINDOWS TO ROLL DOWN OR THERE IS A SAFETY FEATURE THAT CAUSES THE WINDOWS TO ROLL DOWN IF THE CAR PERCEIVES IT IS UNDER WATER. 
 
 THE MAN WHO BRAVED THE FLOOD OF WATER FROM THE FIRE HYDRANT TO CHECK ON ME SAW THE ENTIRE ACCIDENT AS HE WAS SITTING IN HIS CAR. HE SAID THAT MY BREAK LIGHTS WERE ON AS MY CAR WENT OVER THE BERM. I HAVE NO IDEA WHAT CAUSED THE CAR TO ACCELERATE BY ITSELF AND I AM CERTAIN THAT MY FOOT WAS ON THE BRAKE PEDAL.
 
 THE NEXT DAY, I HEARD FROM BOTH MY INSURANCE COMPANY AND THE BODY SHOP THAT TESLA WANTED THE CAR AT THEIR SERVICE CENTER IN VAN NUYS. SEVERAL WEEKS AGO, THE CLAIMS ADJUSTER CALLED TO SAY THAT DUE TO THE HEAVY WATER DAMAGE, THE CAR HAS BEEN “TOTALED”. 
 
 I AM WRITING THIS COMPLAINT ON THE NHTSA'S WEBSITE BECAUSE I BELIEVE THERE IS SOMETHING TERRIBLY WRONG WITH THIS PARTICULAR CAR. ALSO, SEE NHTSA REPORT OF PREVIOUS 2013 ACCIDENT."
5YJSA1CG5DF****,2013 MODEL S 60,24-Aug-15,7-May-13,"THOUSAND OAKS, CA",10758908,"THIS ACCIDENT REPORT IS A PREVIOUS ACCIDENT INVOLVING THE SAME 2013 TESLA MODEL S 60 AS REPORTED IN THE NHTSA REPORT FILED ON AUGUST 24, 2015.
 
 ON ON MAY 7, 2013 WHILE DRIVING MY 2013 MODEL S 60, I PULLED INTO A PARKING SPACE IN THOUSAND OAKS, CALIFORNIA MAKING A LEFT TURN INTO THE SPOT. AS I PULLED IN, I LET MY FOOT OFF OF THE ACCELERATOR,AND APPLIED THE BREAK. THE CAR LURCHED FORWARD, JUMPING A PARKING BLOCK, THEN OVER A CURB, AND FINALLY INTO A CEMENT LIGHT POST. THE AIRBAGS DEPLOYED AND I WAS STUNNED. 
 
 I IMMEDIATELY CALLED TESLA WHO SENT A QUALIFIED TESLA TOW TRUCK. IT TOOK TWO HOURS TO GET THE CAR ONTO A FLAT-BED TRUCK BECAUSE THE CAR LOST ALL POWER AND SHUT DOWN. IT HAD TO BE DRAGGED OVER TWO PARKING BLOCKS, SUSTAINING EVEN MORE DAMAGE. TESLA SENT THE CAR DIRECTLY TO THE BODY SHOP. I INSISTED THAT THEY RUN A DIAGNOSTIC TEST BECAUSE I WAS (AND STILL AM) CERTAIN THAT THE CAR ACCELERATED ON ITS OWN. THE VAN NUYS SERVICE CENTER REP SAID THAT THE CAR HAD TO BE REPAIRED FIRST BEFORE ANY DIAGNOSTIC TEST COULD BE RUN. AFTER THREE WEEKS I RECEIVED A LETTER FROM TESLA. THE ENGINEERS REPORTED TO ME THAT THE ACCELERATOR WAS DEPRESSED TO 48%, SECONDS BEFORE THE ACCIDENT AND 98.4% AT THE TIME OF IMPACT. I STILL BELIEVE THAT THE CAR ACCELERATED BY ITSELF.
 
 IT IS MY SINCERE HOPE THAT BY REPORTING THIS ACCIDENT (AND THE SUBSEQUENT ACCIDENT ON JULY 16, 2015) FURTHER INVESTIGATIONS CAN BE CONDUCTED BEFORE PEOPLE ARE SERIOUSLY INJURED OR WORSE. MY INSURANCE COMPANY (FARMERS) DOES NOT INTEND TO INVESTIGATE. IT IS LESS EXPENSIVE FOR THEM TO PAY FOR A REPLACEMENT VALUE THAN TO DETERMINE THE TRUE CAUSE OF THIS INCIDENT. FORTUNATELY, YOU AND YOUR AGENCY ASPIRE TO A HIGHER PURPOSE."
5YJSA1CP9DF****,2013 MODEL S,7-Dec-18,6-Dec-18,"MILPITAS, CA",11156706,"I WAS DRIVING MY TESLA MODEL S EARLY IN THE MORNING IN A QUIET NEIGHBORHOOD WHEN WAS SLOWLY APPROACHING TO FOUR-WAY STOP SIGN INTERSECTION BY GRADUALLY STEP ON THE BRAKE. AT THE VERY BEGINNING, I CAN FEEL THE CAR DECELERATED, SUDDENLY THERE WAS UNINTENDED ACCELERATION THAT I FELT. THERE WAS A JERKING FORWARD OF THE CAR, SO I WAS NOT ABLE TO MAKE A FULL STOP AT THE STOP SIGN. THEN THE SPEED DROPS DOWN SIGNIFICANTLY, ALMOST TO ZERO. I PRESSED THE FLASHING LIGHT BECAUSE THERE WAS A LINE OF CARS BEHIND ME AND I WAS IN THE MIDDLE OF THE ROAD. THE CAR WAS IN ALMOST ZERO SPEED, SO I TRIED TO MOVE THE CAR TO THE SIDE OF THE ROAD AND PRESSED THE ACCELERATION PEDAL A LITTLE. THE CAR DIDN'T ACCELERATE, INSTEAD, IT TURNED INTO A STOP SITUATION. I REALIZED I LOST DRIVING POWER OF THIS CAR. I PRESSED THE ""P"" BUTTON, THEN ALL FOUR MODE LETTERS ""P"", ""N"", ""R"", ""D"" TURNED RED, BLICKING. THE CAR STOPPED CLOSE TO THE CURB BUT PARTIALLY IN THE MIDDLE OF THE ROAD. I WAS ABLE TO GET OUT OF THE CAR AND CALLED TESLA ROADSIDE ASSISTANCE. THEY CHECKED SOME LOG AND RESPONDED WITH TOWING SERVICE TO SEND THE CAR TO THE SERVICE CENTER. THE OVERALL SITUATION COULD HAVE TURNED VERY SEVERE SAFETY ISSUE IF EVER THIS HAPPENED ON THE HIGHWAY, OR THERE WAS HUMAN BEING WALKING ACROSS THE STREET WHILE I WAS NOT ABLE TO FULLY STOP THE CAR, NEITHER CONTROL IT. I AM WAITING FOR OFFICIAL SERVICE REPORT BUT THE CAR IS CONFIRMED NOT IN DRIVABLE CONDITION. AND I FEEL EXTREMELY UNSAFE TO DRIVE IT NOW AND EVEN NOT COMFORTABLE TO DRIVE IT AFTER WHAT JUST HAPPENED THIS MORNING. THE ENTIRE DRIVE UNIT WAS MAINTAINED AND CHANGED TO A NEW ONE IN 2015, SO ITS LIFE ONLY ABOUT 3 YEARS IN THIS CAR. PLUS, I JUST HAD THE CAR SERVICE AT THE TESLA SERVICE CENTER MONTH AGO. IT IS WORRISOME THEY CAN'T EVEN PREVENT SUCH ISSUE AND DETECT IT IN AN EARLY STAGE, PERHAPS A DESIGN ISSUE TO ADDRESS?"
